,DataRiferimento,Documento_Numero,Quantita,Origine,Catalogo,Gruppo,Famiglia,Codice_Hidros,Descrizione,ImportoNetto,Prodotto_Costoattuale
145,2018-03-06,000108C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Coprivaso,POCWCOLIBRI,COPRIVASO B.CO X COLIBRI 2 POZZI,15.78,12.125
146,2018-03-08,000109C,2.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GEB816418001,GUARNIZIONE X CAMPANA 63 GEBERIT,4.96,3.22
147,2018-03-08,000110C,1.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Tubo Wc,CLAV,CURVETTA x TUBO LAVATRICE,0.58,0.34
148,2018-03-08,000111C,2.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,NUVOLAVS,VASO NUVOLA SOSPESO B/CO C/KIT,268.14,204.624
149,2018-03-08,000112C,1.0,OAMZ,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,ZIL24,VASO ESP. LT24 10BAR 99 C.HYDRO-PRO,23.34,15.6
150,2018-03-08,000113C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT80/5,SCALDABAGNO LT 80 G5A STEATITE,61.47,50.1453
151,2018-03-09,000114C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,28.75,18.4224
152,2018-03-09,000115C,5.0,OAMZ,Sanitari e Arredo Bagno,Radiatori,Radiatori Alluminio,DESIDERYO50,RDT ALL.DESIDERYO B3 500/100 9010,38.1,30.7295
153,2018-03-09,000116C,1.0,OAMZ,Valvolame e Raccorderia,Collettori e Riduttori,Cassette per Collettori,CT60,CASSETTA ABS TOTEM CM.60x24x08 TM,9.45,6.3193
154,2018-03-09,000117C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,F09CS2400B,PLACCA COMANDO MECC.x CASS.INC.COES,30.25,21.107
155,2018-03-09,000118C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GEB115882KN1,PLACCA SIGMA 20 SAT/CROM/SAT.GEBER.,56.69,46.35
156,2018-03-09,000119C,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Porta Doccia,SIRIO80/60,PORTA SOFF. RIDUCIBILE 80-60 B.CO,52.39,39.599
157,2018-03-09,000120C,1.0,OYTB,Ferramenta e Hobbistica,Elementi di Fissaggio,Fissaggio Sanitari,SLS,STAFFA x LAVABO SOTTOPIANO,0.86,0.52
158,2018-03-09,000121C,1.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Aeratore,IPAERAV,AERATORE VASCA X RUBINETTO IPR,0.43,0.3337
159,2018-03-09,000122C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,28.75,18.4224
160,2018-03-09,000000A,-1.0,    ,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,BORC28,BORCHIA CROM. X TR/PIENO 28,0.22,-0.195
161,2018-03-12,000124C,2.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80130981,VITI FISSAGGIO PLACCA,4.2,3.23
162,2018-03-12,000125C,1.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchio,SANITONDO,SPECCHIO TONDO VANITY LINE DM.60,22.37,17.2
163,2018-03-12,000126C,1.0,OYTB,Elettropompe e Serbatoi,Elettropompe ed Accessori,Elettropompe Di Travaso,ROVER5,E.POMPA MOD. BE-M 20 HP.0 5 220V,42.77,38.7935
164,2018-03-12,000127C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,460501,CASSETTA SCARICO  GEMMA  C/TUBO,15.25,11.7163
165,2018-03-12,000128C,1.0,OAMZ,Riscaldamento,Caldaie,Accessori Sistemi Fumari,TERMOC60/100,TERMINALE COAS.ORIZ. MF 60/100,14.96,11.5
166,2018-03-12,000129C,1.0,OYTB,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Dosatore e Accessori,DIGSVM17B,ADDOLCITORE DIG.VOL.CAB.NOPRO/NOAVV,535.53,500.76
167,2018-03-12,000131C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Valvola Automatica,LIA151001,VALV.AUTOMAT. ANTIGORGOGLIO 32/40,16.91,15.34
168,2018-03-12,000132C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,15.86,12.19
169,2018-03-12,000133C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GEB115882KN1,PLACCA SIGMA 20 SAT/CROM/SAT.GEBER.,56.69,51.912
170,2018-03-12,000134C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Idroscopino,BOC69017B,IDROSCOPINO PALOMA CR/LUC. 125CM,46.66,35.87
171,2018-03-12,000135C,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,BO69750CK15S7,COLONNA SCARICO X VASCA IN MURATURA,47.24,42.8468
172,2018-03-12,000136C,2.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,PRATICAFP,BIDET PRATICA FILO PARETE B.CO,131.62,120.53
173,2018-03-12,000136C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,NUVOLAVS,VASO NUVOLA SOSPESO B/CO C/KIT,134.07,122.79
174,2018-03-12,000137C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1034,CASSETTA EXPORT S/RUB.,10.85,8.349
175,2018-03-12,000138C,1.0,OAMZ,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,VTA3223/4,MISCEL. TERMOSTATICO 3/4 35/60 ESBE,37.7,28.9773
176,2018-03-12,000130C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,ZAINO,CASSETTA SCARICO ZAINO ABS S/RUB.,9.62,9.1655
177,2018-03-12,000130C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT80/2,SCALDABAGNO LT 80 G2A EGO,53.11,49.1036
178,2018-03-13,000139C,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,BO69750CK15S7,COLONNA SCARICO X VASCA IN MURATURA,47.24,42.8468
179,2018-03-13,000140C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Batteria Cassetta Wc,FAIT,BATTERIA FAIT   ITS,31.52,24.4608
180,2018-03-13,000012F,1.0,    ,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,AXA80C,PIATTO DOCCIA PORC.80 SEM.H11 BCO,44.1,40.0
181,2018-03-13,000013F,1.0,    ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,28.75,22.1069
182,2018-03-13,000141C,1.0,OAMZ,Ferramenta e Hobbistica,Elementi di Fissaggio,Collare,840120,COLLARE C/T.PLUVIALE 120,0.69,0.5235
183,2018-03-13,000142C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT80/2,SCALDABAGNO LT 80 G2A EGO,53.11,49.1036
184,2018-03-13,000142C,2.0,OYTB,Ferramenta e Hobbistica,Elementi di Fissaggio,Fissaggio Sanitari,M10*100,FISSAGGIO SCALDAB. 10X100,0.78,0.702
185,2018-03-13,000143C,1.0,OYTB,Rubinetteria ed Accessori,Rubinetteria,Doccetta Lavabo,ZDOC014CR,DOCCIA PARRUCCH.S/BASE (ZA90248),9.35,8.7304
186,2018-03-13,000144C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,28.75,22.1069
187,2018-03-13,000145C,1.0,OYTB,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchiera,SA372SRI,SPECCHIERA 2/ANTA ST/ING.+ LUCI,36.86,33.75
188,2018-03-13,000146C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,ITO70*120,PIATTO DOCCIA 70*120 H6,126.45,97.2
189,2018-03-13,000014F,3.0,    ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Idroscopino,BOC69017-80,IDROSCOPINO PALOMA CR/LUC. 80CM,97.7,88.6212
190,2018-03-14,000147C,4.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,602501,CANOTTO ALLAC.C/ROSONE B/CO,9.0,6.9
191,2018-03-14,000148C,1.0,OAMZ,Rubinetteria ed Accessori,Rubinetteria,Gruppo lavello parete,NT420,MONOC. LAVELLO NETTUNO L.CLIN.,53.25,42.1295
192,2018-03-14,000149C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80130911,SPORTELLO X ECO NEW,17.66,13.58
193,2018-03-14,000150C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,28.75,22.1069
194,2018-03-14,000015F,7.0,    ,Sanitari e Arredo Bagno,Radiatori,Radiatori Alluminio,DESIDERYO35,RDT ALL.DESIDERYO B3 350/100 9010,52.36,42.2394
195,2018-03-15,000151C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GEB240066001,FORCELLA D/INTERRUZIONE GEBERIT,1.43,0.92
196,2018-03-15,000152C,1.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Portasalviette,GEDY692160,P.SALVIETTE CM.60 COLORADO,22.72,17.46
197,2018-03-15,000153C,2.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,57.5,44.2138
198,2018-03-15,000154C,1.0,OAMZ,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,IDROZ,IDROTUBA LT.20-24 ZILMET ULTRA-PRO,16.85,12.949
199,2018-03-15,000016F,1.0,    ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Box Doccia a Soffietto,KAPPA80/60,BOX DOCCIA KAPPA 60/80  B.CO,69.15,54.5376
200,2018-03-15,000017F,4.0,    ,Rubinetteria ed Accessori,Sistemi Di Scarico,Batteria Cassetta Wc,DIBARIOS/P,BATTERIA RIO S/PULSANTE,63.36,47.88
201,2018-03-15,000017F,8.0,    ,Rubinetteria ed Accessori,Rubinetteria,Gruppo lavello parete,350ATA,GRUPPO LAVELLO A PARETE ATA,154.0,139.656
202,2018-03-15,000017F,1.0,    ,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavello,K521L,MONOC.LAVELLO K C/BASSA L.C. 11500,25.44,21.0
203,2018-03-15,000017F,4.0,    ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,GCV,FUNGHETTO CATIS TIPO VECCHIO,2.24,1.268
204,2018-03-15,000017F,3.0,    ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,GCN,FUNGHETTO CATIS TIPO NUOVO,1.32,0.75
205,2018-03-16,000155C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Idroscopino,BOE570108,IDROSCOP.IN ABS PALOMA 80 CM C/ARR.,44.21,33.99
206,2018-03-16,000156C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1034,CASSETTA EXPORT S/RUB.,9.2,8.349
207,2018-03-16,000018F,1.0,    ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Elettropompe Sommerse,DOMO7,E.POMPA DOMO7 HP 0 75 KW 0 55 220V,144.01,113.587
208,2018-03-19,000157C,1.0,OAMZ,Riscaldamento,Caldaie,Caldaie Convenzionali,ECO5COMPACT,CALD. ECO5 COMPACT+ T/NAT. 24 MET.,350.74,343.8587
209,2018-03-19,000158C,2.0,OYTB,Riscaldamento,Caldaie,Tubo Termoconvettore,6YTUBOAL01,TUBO STANDARD MT.1 x WINDOR NF,10.7,8.407
210,2018-03-19,000159C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWSELNOVA3,COPRIVASO SELNOVA3 B.CO,34.45,26.8985
211,2018-03-19,000160C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009038,GUARNIZ.SEDE SFERA x CASS.INC.PUCCI,1.07,0.7734
212,2018-03-19,000161C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80130981,VITI FISSAGGIO PLACCA,2.15,1.61
213,2018-03-19,000162C,1.0,OAMZ,Ferramenta e Hobbistica,Works,Mobile Multiuso,020970,MOBILE PORTA BOMBOLE,42.81,30.625
214,2018-03-19,000163C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
215,2018-03-19,000164C,1.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Portasalviette,GEDY692160,P.SALVIETTE CM.60 COLORADO,22.24,17.46
216,2018-03-20,000166C,1.0,OAMZ,Riscaldamento,Caldaie,Caldaia a Condensazione,LUNA3AVANT240,CALD.COND.LUNA3 AVANT+ 240FI MET.,551.15,540.3479
217,2018-03-20,000167C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
218,2018-03-20,000168C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
219,2018-03-20,000169C,2.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Piantana-Portascopino,GEDY6933,P.SCOPINO DA TERRA COLORADO CROMO,54.32,42.65
220,2018-03-20,000170C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Box Doccia a Soffietto,KAPPA100/80,BOX DOCCIA KAPPA 100/80 B.CO,85.77,67.3539
221,2018-03-19,000000A,-2.0,    ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GEB816418001,GUARNIZIONE X CAMPANA 63 GEBERIT,4.96,-3.864
222,2018-03-20,000171C,1.0,OMAN,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,CHX10/2S,SCALDABAGNO LT 10 G2A SOTTOL.CHAF.,44.76,37.7648
223,2018-03-20,000172C,1.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Portasalviette,GEDYEP70/131,P.SALVIETTE ANELLO CROM. EDERA PLUS,10.81,9.43
224,2018-03-20,000172C,2.0,OYTB,Sanitari e Arredo Bagno,Accessori Bagno,Portaspazzolino,GEDYEP10/131,P.BICCHIERE CROM.EDERA PLUS,20.27,17.69
225,2018-03-21,000173C,1.0,OAMZ,Riscaldamento,Caldaie,Caldaie Convenzionali,ECO5COMPACT,CALD. ECO5 COMPACT+ T/NAT. 24 MET.,350.74,343.8587
226,2018-03-21,000174C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,460501,CASSETTA SCARICO  GEMMA  C/TUBO,16.28,11.7163
227,2018-03-21,000175C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,PRATICAVFP,VASO PRATICA FIL.PARETE B.CO,73.84,60.26
228,2018-03-21,000175C,2.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,PRATICAFP,BIDET PRATICA FILO PARETE B.CO,147.68,120.53
229,2018-03-21,000176C,1.0,OYTB,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavello,K530,MONOC.LAVELLO K C/D.ESTR.CR. 11600,39.35,32.1104
230,2018-03-21,000020F,1.0,    ,Elettropompe e Serbatoi,Serbatoi e Bollitori,Serbatoi in Polietilene,100PCUBO,SERB. POLIET.CUBO LT.100 CORDIV.,52.82,41.4805
231,2018-03-21,000177C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT100/2,SCALDABAGNO LT 100 G2A EGO,69.52,58.0314
232,2018-03-22,000178C,1.0,OAMZ,Ferramenta e Hobbistica,Works,Mobile Multiuso,020970,MOBILE PORTA BOMBOLE,42.81,30.625
233,2018-03-22,000179C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,PILS11/4G,PILETTA LAVATOIO SIFONATA 1  GIAC.,8.75,5.0318
234,2018-03-22,000180C,2.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,9898204800,RIDUZ. M.F. 3/8-1/2 X CONDIZ.,2.06,1.256
235,2018-03-22,000180C,2.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,9898205800,RIDUZ. M.F. 1/2-3/8 X CONDIZ.,2.3,1.408
236,2018-03-22,000181C,1.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Portasalviette,GEDY692145,P.SALVIETTE CM.45 COLORADO,19.74,15.3
237,2018-03-22,000182C,2.0,OMAN,Sanitari e Arredo Bagno,Accessori Bagno,Set Arredo Bagno,GEDYGE99,SET PZ.8 SERIE GENZIANA CROMO,76.4,50.0
238,2018-03-22,000021F,1.0,    ,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,RUNB45,SCARPE BASSE AN/INF.BLUE 45,49.05,39.0
239,2018-03-22,000183C,1.0,OYTB,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobili Multiuso,SAVCA010D,SPECCHIERA PANORAMICA CM 105 X ALFA,63.85,45.0
240,2018-03-22,000184C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT50/2,SCALDABAGNO LT 50 G2A EGO,51.34,41.5897
241,2018-03-22,000185C,1.0,    ,Riscaldamento,Cucina Legna-Termocamini,Termocamino,TC25,TERMOCAMINO MOD. TC25 GIROLAMI,1500.0,1000.0
242,2018-03-23,000186C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CASSBLITZ,CASSETTA SCARICO STIR BLITZ LT.12,30.91,21.1945
243,2018-03-23,000187C,1.0,OMAN,Sanitari e Arredo Bagno,Accessori Bagno,Mensola da Bagno,GEDY721960,MENSOLA DARIOS CM.60,14.81,9.6887
244,2018-03-26,000188C,1.0,OMAN,Ferramenta e Hobbistica,Works,Accessori per Lavoro,023707,GUANTI NYLON/NITRILE TG. 9,0.51,0.2817
245,2018-03-26,000189C,17.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Aeratore,NEOPAERAMC,AERATORE M MOD.SLCZ CASC.AUTOP.,27.37,22.6236
246,2018-03-26,000189C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Aeratore,NEOPAERAVC,AERATORE V MOD.SLCZ CASC.AUTOP.,2.39,1.9716
247,2018-03-26,000190C,2.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Portasalviette,GEDY692145,P.SALVIETTE CM.45 COLORADO,39.48,31.01
248,2018-03-26,000191C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
249,2018-03-26,000192C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
250,2018-03-26,000193C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
251,2018-03-26,000194C,1.0,OAMZ,Riscaldamento,Caldaie,Caldaie Convenzionali,ECO5COMPACT,CALD. ECO5 COMPACT+ T/NAT. 24 MET.,350.74,343.8587
252,2018-03-26,000195C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
253,2018-03-26,000196C,1.0,OAMZ,Riscaldamento,Caldaie,Caldaie Convenzionali,ECO5COMPACT,CALD. ECO5 COMPACT+ T/NAT. 24 MET.,350.74,343.8587
254,2018-03-26,000197C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,16.93,12.19
255,2018-03-27,000198C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
256,2018-03-27,000199C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006240,SPORTELLO C/VITI x  CASS.SARA PUCCI,8.48,5.0931
257,2018-03-27,000200C,1.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Piletta Saltello,ASTINE,ASTINA PER SALTELLI,0.92,0.477
258,2018-03-27,000201C,1.0,OYTB,Ferramenta e Hobbistica,Utensileria,Chiave da Utensileria,ROTCRL1,LEVA X RADIATORI 1 ROTHEMBERGER,8.8,5.63
259,2018-03-27,000202C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Batteria Cassetta Wc,CATIS,BATTERIA CATIS S/PULSANTE,23.53,16.7961
260,2018-03-29,000202C,10.0,OMAN,Ferramenta e Hobbistica,Works,Accessori per Lavoro,023707,GUANTI NYLON/NITRILE TG. 9,5.1,3.803
261,2018-03-29,000203C,5.0,OMAN,Ferramenta e Hobbistica,Materiale Elettrico,Accessori Elettrici,812.374,MORSETTO A STECCA MM2 5,3.2,1.95
262,2018-03-29,000204C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Idroscopino,BOC69017B,IDROSCOPINO PALOMA CR/LUC. 125CM,45.67,35.87
263,2018-03-29,000205C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,80000710,PLACCA CIECA  CASS. PNEUM.,7.09,4.6381
264,2018-03-29,000206C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,16.93,12.19
265,2018-03-29,000207C,1.0,OAMZ,Riscaldamento,Caldaie,Termoconvettori,GDIT311CL2,GAZELLE TECHNO CLAS. 3000 GPL O.G.,467.18,340.4139
266,2018-03-29,000208C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
267,2018-03-30,000209C,2.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37054SH,PLACCA X CASSETTA INC. GROHE B.CO,51.64,32.8048
268,2018-03-30,000210C,2.0,OMAN,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,ZIL24,VASO ESP. LT24 10BAR 99 C.HYDRO-PRO,47.76,35.88
269,2018-03-30,000211C,10.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,GR4375800M,MEMBRANA UNIV. GROHE,27.6,17.534
270,2018-03-30,000022F,2.0,    ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,33.86,24.38
271,2018-03-30,000000A,-2.0,    ,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,BO5230CR40S7,PIL.DOCCIA ULTRA RIBASS.D.90 USC.40,44.5,-34.1908
272,2018-04-03,000213C,2.0,OMAN,Sanitari e Arredo Bagno,Accessori Bagno,Set Arredo Bagno,GEDYGE99,SET PZ.8 SERIE GENZIANA CROMO,76.4,60.0
273,2018-04-03,000214C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWTESIT,COPRIVASO TESI B.CO TERMOINDURENTE,22.57,16.95
274,2018-04-03,000215C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWMAMBO,SED.FULL56/EXEL/MAMBO CER.INOX H057,26.26,15.78
275,2018-04-03,000216C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWTESIT,COPRIVASO TESI B.CO TERMOINDURENTE,22.57,16.95
276,2018-04-03,000217C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,SARAKIT,CASS.SCAR.INCASSO SARA CON PLACCA,58.9,41.0476
277,2018-04-03,000218C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CASSBLITZ,CASSETTA SCARICO STIR BLITZ LT.12,30.91,21.1945
278,2018-04-03,000219C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,29.0,22.1069
279,2018-04-03,000220C,1.0,OAMZ,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,309460,VALV.SIC.T/P 1/2M X15 6BAR 90 C,61.61,36.9564
280,2018-04-03,000221C,1.0,OAMZ,Riscaldamento,Componenti termici,Accessori Termici,625005,PRESSOSTATO x AUTOCLAVE 1-5 BAR CAL,21.01,12.604
281,2018-04-03,000222C,1.0,OAMZ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Regolatore di Pressione,EASY,EASY PRESS PEDROLLO 1 5 BAR,44.21,31.0
282,2018-04-03,000223C,2.0,OMAN,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,SENIOR2P,FILTRO ATLAS SENIOR  3P-AFO SX-AS,27.34,16.4
283,2018-04-03,000224C,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Doccetta Lavabo,TCD,TELEFONINO C/CURVA ECONOMICO X DUPL,2.77,1.664
284,2018-04-03,000023F,1.0,    ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,16.93,12.19
285,2018-04-03,000024F,1.0,    ,Sanitari e Arredo Bagno,Sanitari,Sanitari,COLIBRIBS,BIDET MF SOSPESO COLIBRI 2 POZZI,41.57,32.4508
286,2018-04-04,000225C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,ITO80*100,PIATTO DOCCIA 80*100 H6,103.04,66.0
287,2018-04-04,000226C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Vasca da bagno,V105ACCB,VASCA ACCIAIO CM.105x65 BIANCA,56.5,38.584
288,2018-04-04,000227C,1.0,OAMZ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Regolatore di Pressione,EASYT,PRESS CONTROL  SUPER SIMPLEX,31.67,22.8
289,2018-04-04,000228C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,LI9128501,SIFONE SPAZIO 2 NT BIANCO BOX LIRA,15.53,11.18
290,2018-04-04,000000A,-1.0,    ,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavello,K530,MONOC.LAVELLO K C/D.ESTR.CR. 11600,39.35,-32.1104
291,2018-04-05,000231C,3.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavabo,K200L,MONOC.LAVABO K LEVA CLIN. CR.11310L,99.63,81.312
292,2018-04-05,000232C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,S1001,SIFONE 1 VIA C/PIL. PER PORC.,2.45,1.8428
293,2018-04-05,000233C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,GR37859SH0,PLACCA DUAL FLUSH B/CA,30.52,23.2704
